clicked_news	category	subcategory	title
N2515	nyheter	nordtrondelag	Guri visste ikke at hun var gravid. Så startet fødselen på badegulvet
N2516	nyheter	trondheim	656 dager med veistenging er over
N2517	nyheter	trondheim	Fem ungdommer tatt i narkoaksjon på Heimdal
N2518	100sport	fotball	Manchester City jobber med å få lånt ut tidligere Start-spiller
N2519	nyheter	okonomi	Kjøper firma i Finnmark for å vokse seg større
N2520	nyheter	sortrondelag	Brann i ferje på Brekstad slukket
N2521	pluss	meninger	Jeg blir bare så irritert!
N2522	nyheter	sortrondelag	- Slutt på «monopolet» til attføringsbedrifter
N2523	nyheter	nordtrondelag	Nekter sjåførene å gi fra seg førerkortet
N2524	nyheter	trondheim	Store forskjeller på hvor du tar EU-kontrollen
N2525	pluss	magasin	Munkegata 1960 og 2016
N2526	nyheter	sortrondelag	Her går det fra natt til dag på ett sekund
N2527	forbruker	jaktogfiske	Rødpunktsikte for korte og lange hold
N2528	No category	No subcategory	Nå kan Telenor-kunder med Iphone ringe uten mobildekning
N2529	nyheter	trondheim	Kommunaldirektør Tor Åm kalte klager &laquo;gal&raquo;
N2530	No category	No subcategory	Brimi og Hjeltnes lanserer trønderske matkasser
N2531	nyheter	sortrondelag	Da skredet kom mot bilen hadde Stig Are to valg - stoppe eller gasse
N2532	nyheter	adressa noogda	Hvem slukket lysene?
N2533	No category	No subcategory	Disse kommer til Samfundet i høst
N2534	No category	No subcategory	«Sommer i Tyrol» erstatter Steinvikholmen-opera
N2535	nyheter	trondheim	Allerede før åpning stimlet folk sammen på markedet i Midtbyen
N2536	No category	No subcategory	Slik får du sommerjobben
N2537	No category	No subcategory	Minneord: Terje Bostad
N2538	pluss	okonomi	Klart for troféjakt på Storfosen Gods
N2539	meninger	kommentarer	Farlig å varsle
N2540	No category	No subcategory	Leiligheten deres er ubeboelig - siden mars har familien på tre bodd 14 forskjellige steder
N2541	nyheter	trondheim	Advokaten som ble søppeltømmer
N2542	nyheter	sortrondelag	Nå kommer de nye fotoboksene
N2543	No category	No subcategory	Gjør et midtvinterskupp til varmere strøk
N2544	No category	No subcategory	- Meget stor sannsynlighet for at det vil gå flere skred
N2545	nyheter	sortrondelag	Her blir flest tatt i fotoboks-kontroll i Sør-Trøndelag
N2546	nyheter	okonomi	Så mye lønn får de etter streiken
N2547	100sport	fotball	Stor oversikt: Disse fotballprofilene står uten kontrakt
N2548	nyheter	utenriks	Mann gikk rundt med saks i magen i 18 år
N2549	nyheter	nordtrondelag	Flere lurer seg unna gjennomsnittsmålingen
N2550	No category	No subcategory	Dette blir de to neste interkontinentale rutene fra Norge
N2551	No category	No subcategory	Vil sende nordmenn til den «ukjente» kanariøya
N2552	nyheter	trondheim	Tryggere å kjøre mellom Trondheim og Stjørdal
N2553	nyheter	trondheim	Biskopen som signet Olav V
N2554	No category	No subcategory	Fire fylker i Sør-Norge satte varmerekord for desember
N2555	pluss	magasin	Øya med sykehuset 1925 og 2016
N2556	pluss	magasin	Før og nå: Da Hornemannsgården var politistasjon
N2557	nyheter	sortrondelag	Lastebil mot lastebil i Malvik
N2558	No category	No subcategory	Hvem er raskest av Olav og Anders?
N2559	nyheter	trondheim	- Jeg får ikke lønn hvis jeg blir syk
N2560	pluss	magasin	Før og nå: Se Vår Frue kirke i vinterdrakt for 50 år siden
N2561	pluss	magasin	Da Brattørgata snødde ned
N2562	No category	No subcategory	- Jeg reagerer når de snakker om «å bli smelt på tjukken av Gud»
N2563	pluss	magasin	Tavern før og nå
N2564	nyheter	nordtrondelag	Disse fotoboksene starter å fange råkjørere i dag
N2565	nyheter	nordtrondelag	Var nesten klare til bruk da haglskuddene falt
N2566	nyheter	okonomi	Odd Reitan er igjen rikest i Midt-Norge
N2567	nyheter	okonomi	Ti nordmenn på lista over verdens rikeste
N2568	nyheter	trondheim	Nå vil ungdommen ha denne bunaden
N2569	nyheter	sortrondelag	Fotoboksene gjør det tryggere å kjøre gjennom Helltunnelen
N2570	pluss	magasin	Speeddatet investorer for å skaffe penger til egen restaurant
N2571	pluss	meninger	Fugleøy ved Munkholmen er et spennende prosjekt
N2572	No category	No subcategory	Reiseekspertenes tips til hvor du bør reise i 2017
N2573	100sport	andreidretter	Løypene i Trondheim Maraton var for korte: - Arrangørtabbe så det holder
N2574	nyheter	sortrondelag	Vil legge ned grendeskolene i Stjørdal
N2575	No category	No subcategory	Spesialenheten mener politidistriktet ikke gjorde noe straffbart i Nilofer-saken
N2576	tema	arets tronder	De fikk Bruce til byen
N2577	nyheter	sortrondelag	June (25) ble norgesmester
N2578	No category	No subcategory	Minneord: Jim Aage Nøttestad
N2579	No category	No subcategory	Stor test av julebrus 2016
N2580	nyheter	trondheim	«Du vet du er fra Trondheim når...»
N2581	sport	sprek	Disse damene er på jobb
N2582	nyheter	trondheim	Store trafikale problemer etter to ulykker i Trondheim
N2583	No category	No subcategory	Dette er de seks nye kommunalsjefene i Trondheim
N2584	nyheter	trondheim	&laquo;Den rødglødende lagmand fra Trøndelagen&raquo;
N2585	nyheter	okonomi	Tjente seg søkkrik på tomtesalg i Levanger
N2586	nyheter	sortrondelag	- Det er helt vilt
N2587	meninger	kronikker	Ranheim inn i fremtiden
N2588	No category	No subcategory	Else bor på 12 m2 i Estenstadmarka
N2589	nyheter	utenriks	Fransk avis slutter med meningsmålinger
N2590	No category	No subcategory	12 vasketriks du bør kunne
N2591	No category	No subcategory	- «Charterluksus» har vært en av de tydeligste trendene de siste årene
N2592	No category	No subcategory	Dette risikerer du ved å bo uspesifisert
N2593	nyheter	trondheim	Trondheimskokken Renee Fagerhøi gikk helt til topps
N2594	kultur	tv	- Max var utro mot meg
N2595	nyheter	nordtrondelag	Fotobokser skutt med hagle
N2596	nyheter	sortrondelag	Køen ved Ler er oppløst
N2597	No category	No subcategory	Apollo kutter ut charterturer til Tyrkia
N2598	No category	No subcategory	Gjenskaper «Skam» med Barbie-dukker på Instagram
N2599	nyheter	okonomi	Kristen bokhandelkjede rammet av konkurs
N2600	No category	No subcategory	Se den ekstremt sjeldne søskenflokken
N2601	nyheter	sortrondelag	Tidligere ordfører er død
N2602	nyheter	nordtrondelag	- Jeg fikk svingt unna i siste liten
N2603	nyheter	nordtrondelag	Trafikkulykke på E14
N2604	nyheter	nordtrondelag	Har måttet stenge Værnes sju-åtte ganger i løpet av tirsdag
N2605	pluss	nyheter	Misliker plassering av bydelsbasseng
N2606	pluss	nyheter	Stor oversikt: Slik vil det nye budsjettet påvirke deg
N2607	pluss	kultur	Her skal Top Chef-vinner Reneé åpne restauranten «Bula»
N2608	No category	No subcategory	- Du mister en del av hjertet ditt når du vokser opp sånn
N2609	nyheter	trondheim	- Det er like spennende hvert år
N2610	No category	No subcategory	Marmor-folie: Slik får du trenden ved å jukse
N2611	nyheter	nordtrondelag	Maria Isabella forbauser sine foreldre med tegneglede
N2612	No category	No subcategory	Dobler antall avganger på etterlengtet rute fra Værnes
N2613	nyheter	sortrondelag	Tre sensasjoner er født
N2614	pluss	nyheter	Slik takler folk i Trondheim det store snøfallet
N2615	No category	No subcategory	The Fjords kan slå Bowie
N2616	nyheter	trondheim	Slik er Tordis' (99) dag på sykehjemmet
N2617	nyheter	trondheim	Færre sykehjemsplasser, flere ansatte
N2618	No category	No subcategory	Terror på turistmål: - Lynet slår ikke ned på samme sted to ganger
N2619	nyheter	sortrondelag	Pasienten ble sykere av behandlingen
N2620	nyheter	sortrondelag	Mener Betania burde ha anmeldt mor og bror
N2621	nyheter	trondheim	Tran dømt til fengsel
N2622	nyheter	trondheim	Trikk mot bil i Ila
N2623	nyheter	nordtrondelag	Denne maskinen tok 150 trønderske alkotester i fjor
N2624	nyheter	trondheim	Over 1500 ruskjører over denne brua i Trondheim i snitt hver dag
N2625	nyheter	nordtrondelag	Mann falt ned fra tak i Flatanger - hentet av luftambulanse
N2626	forbruker	hjem	Moderne sveis på gammelhuset
N2627	nyheter	trondheim	Over 4,8 mill. mennesker har sett denne Snapchat-videoen fra Trondheim
N2628	nyheter	okonomi	Den fredede gården ligger ute for under fem millioner
N2629	pluss	okonomi	Slik kan 2016 bli året du er lykkelig på jobb
N2630	nyheter	trondheim	Odd Jomar måkte snø i to timer - med influensa
N2631	nyheter	trondheim	Flere stryker når de kjører opp til lappen
N2632	nyheter	sortrondelag	Lastebil i utforkjøring i Rissa
N2633	nyheter	nordtrondelag	Mageplask for Badeland
N2634	nyheter	okonomi	Ny drift ved Bilmax
N2635	No category	No subcategory	- Urbane Trondheim dekkes for dårlig av Adressa
N2636	nyheter	okonomi	Reitan etablerer ny bensinstasjonkjede
N2637	100sport	vintersport	Moan truet med å legge opp: – Noe måtte skje
N2638	No category	No subcategory	Dette er verdens verste flyplasser
N2639	nyheter	utenriks	Snøskred i populært offpiste-område i Åre
N2640	nyheter	okonomi	Reitan nektes å kjøpe finskeide bensinstasjoner
N2641	nyheter	sortrondelag	Nå kan du «sjekke inn» på noen av Sør-Trøndelags høyeste topper
N2642	forbruker	hjem	Et lite eksperiment
N2643	No category	No subcategory	Disse to tjente suverent mest i RBK i fjor
N2644	tjenester	bildeserier	Myggjagere
N2645	pluss	magasin	Kjenner du igjen denne strekningen i Trondheim?
N2646	pluss	magasin	Før og nå: Den gang det var stor trafikk i Vollabakken
N2647	forbruker	jaktogfiske	Får 1,75 mill. for laksevald
N2649	nyheter	trondheim	-Jeg var i superform
N2650	nyheter	sortrondelag	Stenger vei i Klæbu på grunn av skredfare
N2651	nyheter	trondheim	Skulle ta solarium – fant sprøytespisser og blodsøl
N2652	nyheter	sortrondelag	Høyspentmaster tok fyr
N2653	nyheter	okonomi	Norske pensjonister i utlandet fikk milliarder fra Nav
N2654	nyheter	trondheim	Trondheim kommune: - Vi forholder oss til loven
N2655	nyheter	trondheim	I morgen stenges denne brua
N2656	100sport	vintersport	Hegle Svendsens bryllup må vente til etter OL i 2018
N2657	nyheter	trondheim	Her hindres bilisten i å kjøre forbi køen
N2658	forbruker	hjem	Selvlaget drivved
N2659	nyheter	trondheim	- Lider man av isolasjonsskade, sier man ikke nei til psykiater
N2660	No category	No subcategory	&laquo;Det blir ikke likestilling før det sitter like mange &laquo;udugelige&raquo; kvinner som menn i toppledelsen&raquo;
N2661	nyheter	sortrondelag	Her er tipsene for å unngå omgangssyke
N2662	forbruker	livsstil	- Det vart ganske hett!
N2663	pluss	meninger	Kronikk: Adressa drukner fakta
N2664	No category	No subcategory	Minneord: Johan Stølan
N2665	nyheter	terrorangrepet	Renate (21) sang for kjæresten sin
N2666	nyheter	okonomi	Eks-oljestatsråd starter oljeselskap
N2667	No category	No subcategory	- Katter er ikke laget for minusgrader
N2668	pluss	okonomi	Vil svare politiet om tette bånd til Nummeropplysninga
N2669	nyheter	trondheim	Fikk ny forsvarer etter advokat-tabbe
N2670	nyheter	politikk	- De unge er grunn- steinen i samfunnet vårt
N2671	nyheter	sortrondelag	Må punge ut etter å ha vært overlastet med søppel
N2672	pluss	meninger	Ulven er dessverre det rene villdyret
N2673	No category	No subcategory	Dette bandet solgte 2600 billetter på fire minutter
N2674	pluss	magasin	I 1972 ble Jernbanebrua til en lokal «sukkenes bro»
N2675	pluss	kultur	Dataspill er verst på kino
N2676	No category	No subcategory	- Flere har råd til «affordable luxury»
N2677	No category	No subcategory	Mobbegeneral, Nav-sjef og dekan vil bli kommunalsjefer
N2678	nyheter	okonomi	77 av Norges 100 rikeste er arvinger
N2679	nyheter	trondheim	Mange års fengsel for tortur-dømte
N2680	nyheter	trondheim	Innfører parkeringsregler ved City Syd
N2681	No category	No subcategory	Ikke gå i LED-juletrelys-fella
N2682	pluss	magasin	Her får Trondheim hydrogenstasjoner
N2683	No category	No subcategory	Politi fanget i revesaks
N2684	nyheter	trondheim	Solgte båt han ikke eide tre ganger
N2685	kultur	vin	Finale for Årets Øl 2016
N2686	nyheter	trondheim	Nå kan ikke politiet lenger garantere deg hjelp på flyplassen
N2687	nyheter	trondheim	800 bøtelagt for piggdekkbruk
N2688	nyheter	nordtrondelag	Her får paven trøndersk ost av Bjørn fra Trondheim
N2689	pluss	okonomi	Tøft Rema-år er bakteppe for «Æ»
N2690	nyheter	okonomi	Aasen Bygg vant kontrakt til halv milliard
N2691	pluss	kultur	«Det kan dessverre se ut som om Morten Tyldum har tatt seg verdensrom over hodet med «Passengers»
N2692	nyheter	trondheim	Økonomene vant i NTNU-styret
N2693	No category	No subcategory	Hvilke grovbrød er sunnest?
N2694	No category	No subcategory	Farvel, demokrati
N2695	nyheter	trondheim	Vil bekjempe Afrika-fattigdom
N2696	No category	No subcategory	Advokat slakter barnevernet
N2697	nyheter	trondheim	Her selger de ribbe og gløgg 24 timer i døgnet
N2698	nyheter	okonomi	Så mye har oljenedturen kostet Trondheims største bedrift
N2699	nyheter	nordtrondelag	Vogntog av veien på E6
N2700	nyheter	trondheim	FBI-tips førte til dom mot trondheimslærer
N2701	No category	No subcategory	Vant hele Kakekrigen
N2702	pluss	magasin	Se hvordan det så ut i 1984
N2703	nyheter	sortrondelag	Sprengstoffsiktet løslatt av retten - politiet anket
N2704	nyheter	okonomi	Statoil investerer i NTNU-forskning
N2705	forbruker	hjem	Kunstnerisk fargelek
N2706	No category	No subcategory	Amazon Prime Video klar for Norge
N2707	No category	No subcategory	Her er Kakekrigen-Tronds beste baketips
N2708	nyheter	nordtrondelag	Erna Solberg kan kutte omstridt reise til Trøndelag
N2709	pluss	okonomi	Nå har Naboen endelig åpnet dørene igjen
N2710	100sport	vintersport	Suksesstreneren ble lei seg da Kalla brøt ut
N2711	No category	No subcategory	Den beste ismaskinen gir deg is på én time
N2712	pluss	okonomi	Lykke bryter med Reitan (pluss)
N2713	100sport	fotball	Dette er tiden for å gjøre kupp på fotballdrakter
N2714	nyheter	nordtrondelag	Kvinne døde kort tid etter legevaktbesøk i Steinkjer
N2715	No category	No subcategory	Farvel til dyreparken
N2716	nyheter	nordtrondelag	Nå er Haga utnevnt til Ridder av 1.klasse
N2717	No category	No subcategory	- Skummelt med så mye lån
N2718	nyheter	trondheim	Her kommer ubåten inn Trondheimsfjorden
N2719	meninger	ordetfritt	Nå er smertegrensa nådd for hva vi klarer å betale. Da blir vår sønn enda en som blir utestengt fra idretten
N2720	nyheter	innenriks	Miljødirektoratet vil vurdere forbud mot mikroplast på kunstgressbaner
N2721	nyheter	sortrondelag	Prest falt i grava
N2722	nyheter	trondheim	Gode naboer dro eldre kvinne ut fra det brennende huset
N2723	meninger	ordetfritt	Fotballen oppleves til tider som et stort pyramidespill, der barneidretten er et endeløst mas etter mer dugnad
N2724	forbruker	hjem	Dette bygget viser hensyn
N2725	pluss	meninger	Pappa, æ e ikke god nok til å være på den beste gruppa, æ sjø
N2726	No category	No subcategory	Hvor mange land kan du navnet på?
N2727	No category	No subcategory	Ja, du kan gjøre gode kjøp i romjulen
N2728	nyheter	sortrondelag	Minnestund etter ulykke
N2729	nyheter	trondheim	- Transporten var ikke vårt ansvar
N2730	pluss	nyheter	Faste treninger og dugnader er ikke noe for familien Følke
N2731	nyheter	trondheim	Vil du feire jul hjemme hos Rachel i Trondheim?
N2732	No category	No subcategory	Dette gjør du når «sykt barn-dagene» er brukt opp
N2733	nyheter	trondheim	39,5 tonn var på vei mot Trondheim uten bremser
N2734	meninger	ordetfritt	Hva mener de med å selge denne tynne suppen som yoghurt?
N2735	nyheter	sortrondelag	- Vi ble skjelvne, begge to
N2736	nyheter	okonomi	Kan biodiesel skade bilen din?
N2737	pluss	meninger	Tiden varer lenger uten digital stimuli
N2738	nyheter	okonomi	- Jeg tror ikke vi kan ligge så lavt så lenge
N2739	No category	No subcategory	Mener Ola Borten Moe går imot eget parti i oljesaken
N2740	pluss	magasin	Kjære, jeg forgiftet katta
N2741	nyheter	sortrondelag	Nytt liv for Budalsmøbler
N2742	100sport	fotball	- Jeg så alltid for meg at jeg skulle bli en fotballmamma. En ordentlig heie-mamma. Jeg er blitt en heie-mamma, men innen noe annet i stedet.
N2743	No category	No subcategory	Oppdaget «Ivar» i siste liten
N2744	nyheter	trondheim	John Stene trekker seg som kommunalråd
N2745	nyheter	sortrondelag	- Influensa-toppen kan komme til jul
N2746	nyheter	sortrondelag	Spilte inn porno i Bymarka
N2747	nyheter	adressa noogda	Innherredsveien slik den engang var
N2748	nyheter	sortrondelag	Full priskrig på bensin
N2749	meninger	ordetfritt	Folk svever fremdeles i den villfarelsen at de eier sine barn
N2750	No category	No subcategory	Hele interiøret er gjenbruk: - Jeg får vondt i hjertet når gamle ting kastes
N2751	nyheter	trondheim	Det er Mari som er Noora, William, Vilde og Isak i sosiale medier
N2752	nyheter	trondheim	Disse cruiseskipene kommer til Trondheim i 2017
N2753	nyheter	trondheim	- Du skal måke fortauet utenfor huset ditt
N2754	No category	No subcategory	Nå blir det flere «klineseter» i kinosalen
N2755	No category	No subcategory	Trønderske proffboksere på TV2
N2756	nyheter	trondheim	- Det holder ikke å sperre fortauet og vente på våren
N2757	nyheter	trondheim	Nedsnødde Trondheim
N2758	No category	No subcategory	Ti ting i boden du bør kaste
